album,album_type,album_popularity,artists,available_markets,disc_number,duration_ms,explicit,id,is_local,is_playable,name,popularity,track_number,type,release_date,genres
Embaixador Acústico - Ao Vivo,album,71,['Gusttavo Lima'],184,1,201557,False,63BroH3HiwxYD8T5qTZiJn,False,True,A Noite (La Notte) - Ao Vivo,74,5,track,2024-10-02,"['sertanejo', 'arrocha', 'piseiro', 'agronejo', 'sertanejo universitário', 'forró']"
I Only Smoke When I Drink,single,66,['nimino'],185,1,198425,False,39glDGcpBhLVMSsQhvtqHR,False,True,I Only Smoke When I Drink,76,1,track,2024-08-22,"['melodic house', 'stutter house']"
Obrigado Deus,album,76,['Léo Foguete'],184,1,159480,False,280QfKhmWGn3LbyB39aA7u,False,True,Cópia Proibida,80,2,track,2024-10-26,"['sertanejo', 'arrocha', 'seresta', 'piseiro', 'agronejo', 'forró']"
Chihiro,single,66,['Gravagerz'],185,1,128575,False,1kDqGWSeR27gWaMouyXD0C,False,True,Chihiro,76,1,track,2024-07-26,[]
sining (feat. Jay R),single,68,"['Dionela', 'Jay R']",183,1,200000,False,1imaIe1NEAaWnLF0BY0V6F,False,True,sining (feat. Jay R),78,1,track,2024-06-07,"['opm', 'pinoy r&b', 'p-pop', 'harana', 'pinoy hip hop']"
風神,single,61,['Vaundy'],185,1,235543,False,00GDUNeJd97qjKp2yrx0OC,False,True,風神,71,1,track,2024-10-12,"['j-pop', 'japanese indie', 'j-rock']"
ねっこ,single,58,['King Gnu'],185,1,239728,False,4btYb7Tfjw5bQazC6bQXpl,False,True,ねっこ,68,1,track,2024-10-21,"['j-pop', 'anime', 'j-rock']"
Scared To Start,single,69,['Michael Marcagi'],184,1,159636,False,3Pbp7cUCx4d3OAkZSCoNvn,False,True,Scared To Start,79,1,track,2024-01-12,[]
Awuke,single,60,"['Davido', 'YG Marley']",185,1,172628,False,6e0YUaVAfDxUabmybOjguy,False,True,Awuke,70,1,track,2024-10-31,"['afroswing', 'amapiano', 'afropop', 'afrobeats', 'afrobeat', 'azonto', 'hiplife']"
Never Going Home Tonight (feat. Madison Love),single,63,"['David Guetta', 'Alesso', 'Madison Love']",184,1,164285,False,7K1BLb6MpvKuGEPpHw35mO,False,True,Never Going Home Tonight (feat. Madison Love),73,1,track,2024-09-06,"['dance', 'edm']"
The Star Chapter: SANCTUARY (Expanded Edition),album,62,['TOMORROW X TOGETHER'],185,1,153142,False,71KCbsNcVP40HbTziKyjqS,False,True,Forty One Winks,51,5,track,2024-11-08,['k-pop']
The Year I Turned 21,album,66,"['Ayra Starr', 'GIVĒON']",183,1,149677,False,1A1ifX8sWzelNpkL5PxcHT,False,True,Last Heartbreak Song (feat. Giveon),69,9,track,2024-05-30,"['afro soul', 'afropop', 'afrobeats', 'afrobeat', 'r&b']"
LUAN AO VIVO NA LUA - CRESCENTE,album,65,['Luan Santana'],184,1,144461,False,77X5UMAX4FjUx1aOaLqotz,False,True,PARECE - Ao Vivo,73,1,track,2024-11-21,"['sertanejo', 'sertanejo universitário', 'arrocha']"
Sujeito Homem (Ao Vivo),single,68,['Guilherme & Benuto'],185,1,178983,False,2cGRf9skACWnKRK1eLYBJn,False,True,Sujeito Homem - Ao Vivo,79,1,track,2024-10-17,"['sertanejo', 'arrocha', 'piseiro', 'sertanejo universitário', 'agronejo']"
Somedays,single,68,"['Sonny Fodera', 'Jazzy', 'D.O.D']",184,1,207168,False,3wo3d0I5H8KjkwGvnz8WbB,False,True,Somedays,78,1,track,2024-07-26,"['house', 'electro house', 'tech house', 'piano house']"
iMEMsidão EP 01 (Ao Vivo em Goiânia),single,66,['Maiara & Maraisa'],185,1,140438,False,3EJfFRgtbIYzBQdlc6PO9V,False,True,Vai Lá - Ao Vivo em Goiânia,76,1,track,2024-09-26,"['sertanejo', 'arrocha', 'sertanejo universitário', 'piseiro']"
Linger / Heading For The Door (Sirius XM Session),single,66,['Royel Otis'],185,1,186000,False,2dono2Koz7DEvGwxUsmMLq,False,True,Linger - SiriusXM Session,75,1,track,2024-05-31,['indie']
Seasons,single,64,['Sam Austins'],185,1,157664,False,0GzqA980TSsNnqKQbIQyHn,False,True,Seasons,74,1,track,2024-05-21,[]
Still Into You,single,66,"['CYRIL', 'maryjo']",184,1,151875,False,0GYx8Q9iS05CRe9kyzwAIL,False,True,Still Into You,77,1,track,2024-10-25,[]
Nada Com Nada (Ao Vivo),single,65,"['Gustavo Mioto', 'Grupo Menos É Mais']",181,1,161866,False,37QloSdzrjx2xCH0m65800,False,True,Nada Com Nada - Ao Vivo,75,1,track,2024-11-06,"['sertanejo', 'arrocha', 'agronejo', 'sertanejo universitário', 'pagode', 'samba']"
Hold On,single,52,"['高爾宣 OSN', 'Patrick Brasca']",185,1,180121,False,580BvW3DyUNoYFgQgoD2GI,False,True,Hold On,62,1,track,2024-06-14,"['taiwanese pop', 'chinese r&b', 'chinese hip hop', 'mandopop', 'c-pop']"
Banquinho (Ao Vivo),single,68,['Felipe e Rodrigo'],179,1,158465,False,1RkyWVwtYMAChNGZYluilS,False,True,Banquinho - Ao Vivo,78,1,track,2024-11-29,"['sertanejo', 'sertanejo universitário', 'agronejo']"
"You'll Be Alright, Kid (Chapter 1)",album,79,['Alex Warren'],184,1,176178,False,2XxpxQ1PeQhPMVikjKnmJy,False,True,Before You Leave Me,77,6,track,2024-09-27,[]
"You'll Be Alright, Kid (Chapter 1)",album,79,['Alex Warren'],184,1,179437,False,0ydx75YiFzLjjQknKFNFwt,False,True,Burning Down,76,1,track,2024-09-27,[]
Descer Pra BC,single,69,"['Brenno & Matheus', 'DJ Ari SL']",185,1,166451,False,6RzcNTnS02dnqoQMdTkQwi,False,True,Descer Pra BC,79,1,track,2024-11-15,"['sertanejo', 'agronejo', 'sertanejo universitário', 'piseiro']"
Menina de Vermelho,single,62,"['MC Menor JP', 'RAMONMIX', 'The Ironix']",182,1,151348,False,7p9nV83OAXMpeAXx9SXW5i,False,True,Menina de Vermelho,72,1,track,2024-10-18,['brazilian funk']
ROSONES,single,77,['Tito Double P'],185,1,177590,True,0LTwdL5yZ6YOTEGUQPFuSN,False,True,ROSONES,87,1,track,2024-12-05,"['electro corridos', 'corridos tumbados', 'corrido', 'música mexicana', 'corridos bélicos']"
PRIMERA MUSA,album,79,"['Omar Courtz', 'De La Rose']",185,1,224022,True,0Sr7ssScx54yxdM2ols7nW,False,True,Q U E V A S H A C E R H O Y ?,83,15,track,2024-09-20,[]
MJ,single,72,"['Cris Mj', 'FloyyMenor', 'LOUKI']",185,1,177600,True,6PhRhocBXP4y7NpciGmzra,False,True,Después De La 1,80,2,track,2024-09-12,"['reggaeton chileno', 'chilean mambo', 'reggaeton', 'chilean trap']"
EL COMIENZO,album,75,['FloyyMenor'],185,1,134930,True,42wdz3j7gstgUuhoFLCXqd,False,True,PELIGROSA,79,5,track,2024-08-09,"['reggaeton chileno', 'chilean trap']"
幾億光年,single,59,['Omoinotake'],185,1,276918,False,4dmruTsdHIOjfOIeaFitXK,False,True,幾億光年,69,1,track,2024-01-24,"['j-pop', 'japanese indie', 'city pop', 'anime']"
11:11 (Deluxe),album,60,['Chris Brown'],184,1,215178,False,6txAWGckgEGJIhLjhNdtE9,False,True,Residuals,67,13,track,2024-04-10,['r&b']
Mati-Matian,single,64,['Mahalini'],185,1,244137,False,6XKEElbr3cWmnUw6a5HRBV,False,True,Mati-Matian,74,1,track,2024-03-29,"['malay', 'indonesian pop']"
Fui Mlk,single,72,"['Nilo', 'Mc Paiva ZS', 'DJ Di Marques', 'FamousKyo']",185,1,174110,False,4pOGEJRVOuaa9oyy7qTGf6,False,True,Fui Mlk,82,1,track,2024-11-22,"['brazilian funk', 'funk consciente', 'funk carioca', 'funk', 'brazilian trap', 'trap funk']"
Bila Memang Kamu,single,64,['Betrand Putra Onsu'],185,1,231093,False,3LQDUCmBfo12tYCbr6Acyr,False,True,Bila Memang Kamu,74,1,track,2024-11-01,"['malay', 'indonesian pop']"
Nina,single,65,['.Feast'],185,1,277944,False,1zFaLYA10ImwEejge3F5nm,False,True,Nina,76,1,track,2024-07-05,"['indorock', 'indonesian indie']"
Let's Go,single,63,"['Jaden Bojsen', 'David Guetta', 'Sami Brielle']",184,1,159577,True,6Qr4ufjYXdEd0KNFd7sJxx,False,True,Let's Go,74,1,track,2024-10-04,"['dance', 'edm']"
Yours Ever,album,59,"['Cocktail', 'Q Flure']",185,1,259380,False,6BN3iFjclJ4teGlmB3fFvo,False,True,Yours Ever,65,3,track,2024-08-29,"['thai pop', 'thai rock', 't-pop']"
コロンブス,single,61,['Mrs. GREEN APPLE'],183,1,227178,False,3ECvJ97WjbbaTsCZ64pwgI,False,True,コロンブス,71,1,track,2024-06-11,"['j-pop', 'anime', 'j-rock']"
LA CIUDAD,album,79,"['Alleh', 'Yorghaki']",185,1,173858,False,4DnrAI8WyUY6gkOwl8GlPN,False,True,capaz (merengueton),83,9,track,2024-12-24,[]
familie,single,62,['Mrs. GREEN APPLE'],183,1,222714,False,4PCQHOJFMV9BWq46UMVf2l,False,True,familie,73,1,track,2024-08-08,"['j-pop', 'anime', 'j-rock']"
任性,single,48,['Mayday'],185,1,265000,False,0kFTS4OH2t44gsLN0a8Khr,False,True,任性 (電視劇《難哄》主題曲),58,1,track,2024-12-30,"['taiwanese pop', 'c-pop', 'chinese rock', 'mandopop']"
I wonder,single,55,['Da-iCE'],185,1,157746,False,00Q3uYmFKFVYTRjbsnUq7H,False,True,I wonder,65,1,track,2024-04-17,"['j-pop', 'anime']"
WE PRAY,single,61,"['Coldplay', 'Little Simz', 'Burna Boy', 'Elyanna', 'TINI']",180,1,233406,False,2sKHevALE8DKDkwEo04Pbh,False,True,WE PRAY - Single Version,71,1,track,2024-08-23,"['afroswing', 'latin pop', 'dancehall', 'afropop', 'afrobeats', 'afrobeat']"
Ain't No Love In Oklahoma (From Twisters: The Album),single,70,['Luke Combs'],184,1,210950,False,6GG4yyk3UATdBfTHVgI8PB,False,True,Ain't No Love In Oklahoma (From Twisters: The Album),80,1,track,2024-05-16,['country']
新しい恋人達に,single,59,['back number'],183,1,286546,False,5LclntckGFFGFUVGJk9Z4x,False,True,新しい恋人達に,69,1,track,2024-07-15,"['j-pop', 'j-rock']"
เผื่อวันไหนเธอจะกลับมา,single,54,['guncharlie'],185,1,239683,False,43eS61ezviPc61XDu6tRYR,False,True,เผื่อวันไหนเธอจะกลับมา,64,1,track,2024-02-29,"['thai pop', 't-pop']"
Dilaw,single,66,['Maki'],185,1,192380,False,2ADSh3Mp744n2586tpUtIW,False,True,Dilaw,76,1,track,2024-05-24,"['opm', 'pinoy indie', 'pinoy r&b', 'p-pop', 'harana', 'kundiman']"
Morayo,album,74,"['Wizkid', 'Anaïs Cardot']",185,1,205373,False,3fGdbjANHhuAhNo0f4POgw,False,True,Slow (feat. Anaïs Cardot),67,14,track,2024-11-22,"['afroswing', 'afropop', 'dancehall', 'afrobeats', 'afrobeat', 'azonto']"
Tunggu Apa Lagi,single,65,['Nyoman Paul'],183,1,219352,False,4GUphFvzqaCHPDkS2VDn2I,False,True,Tunggu Apa Lagi,75,1,track,2024-09-05,['indonesian pop']
Nonfiksi,album,73,['Juicy Luicy'],185,1,239416,False,6Npkwd5gv61SR6QZbTyNf9,False,True,Lampu Kuning,74,7,track,2024-06-28,"['indonesian indie', 'indonesian pop']"
Morayo,album,74,"['Wizkid', 'Brent Faiyaz']",185,1,259359,False,7Ijsqi4y74qZB04PaxnYBq,False,True,Piece of My Heart (feat. Brent Faiyaz),67,6,track,2024-11-22,"['afroswing', 'afropop', 'dancehall', 'afrobeats', 'afrobeat', 'azonto', 'r&b']"
These Walls (feat. Pierre de Maere),single,55,"['Dua Lipa', 'Pierre de Maere']",181,1,217597,True,67LH2dzXF67Oi80yJaVYd7,False,True,These Walls (feat. Pierre de Maere),66,1,track,2024-11-08,"['chanson', 'variété française', 'pop', 'french pop']"
O Meu Coração Em Suas Mãos (Colgando en tu manos) [Ao Vivo],single,62,"['Hugo & Guilherme', 'Maiara & Maraisa']",183,1,204343,False,3JLhwgadVkN8zckxL1ICrI,False,True,O Meu Coração Em Suas Mãos (Colgando en tu manos) - Ao Vivo,73,1,track,2024-07-31,"['sertanejo', 'arrocha', 'piseiro', 'sertanejo universitário', 'agronejo']"
UM PALMO (Ao Vivo),single,64,"['Luan Pereira', 'Léo Foguete']",183,1,138008,False,2M2eRVCQbC3rHFSm9oT3YD,False,True,UM PALMO - Ao Vivo,75,1,track,2024-12-11,"['sertanejo', 'arrocha', 'seresta', 'piseiro', 'agronejo', 'sertanejo universitário', 'forró']"
Pink Skies,single,72,['Zach Bryan'],184,1,194920,False,4ZJ4vzLQekI0WntDbanNC7,False,True,Pink Skies,82,1,track,2024-05-24,"['red dirt', 'country']"
The Year I Turned 21,album,66,['Ayra Starr'],183,1,157089,False,4GXW3Ne1jzdORKHvHjK31V,False,True,Commas,69,3,track,2024-05-30,"['afro soul', 'afropop', 'afrobeats', 'afrobeat']"
MUSi-aM,album,61,['Da-iCE'],185,1,158343,False,0voOaunLYYqPHrsgXbFVlW,False,True,I wonder,70,2,track,2024-10-02,"['j-pop', 'anime']"
너라는 별,single,40,['고추잠자리'],185,1,177093,False,76AagMXtnwlwnrxi4AbtJe,False,True,너라는 별,50,1,track,2024-12-01,['k-ballad']
No.Ⅰ (Deluxe),album,68,['Number_i'],185,1,160994,False,3hp17ZWfLvUXNe1rzo8RbZ,False,True,HIRAKEGOMA,66,1,track,2024-12-02,['j-pop']
Weathervane,single,63,['Hunter Metts'],185,1,224173,False,0vxNNwfm6zj8ISkCi6INFR,False,True,Weathervane,73,1,track,2024-11-15,[]
Nonfiksi,album,73,['Juicy Luicy'],185,1,190602,False,0uTJacQiXYN5EZqBCoSCOz,False,True,Bukan Orangnya,68,2,track,2024-06-28,"['indonesian indie', 'indonesian pop']"
Around The World,single,58,"['Niklas Dee', 'René Miller']",185,1,140986,False,47KhhDku9RLDsWIJjYaXDs,False,True,Around The World,69,1,track,2024-08-02,"['techno', 'slap house']"
Membangun & Menghancurkan,album,69,['.Feast'],185,1,277944,False,0daEJMXc3b4ZMTnvtHpuTt,False,True,Nina,73,8,track,2024-08-30,"['indorock', 'indonesian indie']"
Nonfiksi,album,73,['Juicy Luicy'],185,1,202824,False,1csKczcJqOSdK8JriLMpDW,False,True,Tampar,73,12,track,2024-06-28,"['indonesian indie', 'indonesian pop']"
HARAP-HARAP EMAS,album,65,"['Adrian Khalif', 'Juicy Luicy']",185,1,241088,False,6cChz3Pak7UtjuVJJRZmCm,False,True,Sialan,72,6,track,2024-09-27,"['indonesian indie', 'indonesian pop']"
Good News,single,68,['Shaboozey'],185,1,199209,False,54p6vNJwGkt4FTaM8SCsxt,False,True,Good News,78,1,track,2024-11-15,[]
"Sialnya, Hidup Harus Tetap Berjalan",album,75,['Bernadya'],183,1,191141,False,6wj06az0WX7fClA2w319dO,False,True,Kata Mereka Ini Berlebihan,74,2,track,2024-06-23,"['indonesian indie', 'indonesian pop']"
Raining For Hours,single,54,['Rain Story'],185,1,130000,False,60uoiqXyQpKkbRtPSs8nAF,False,True,Raining For Hours,64,1,track,2024-03-29,[]
Terpatah Terluka,single,57,['Nabila Taqiyyah'],183,1,214395,False,7wsAlbsjk0unxRsB4Sug4B,False,True,Terpatah Terluka,67,1,track,2024-10-17,"['malay', 'indonesian pop']"
Restless Mind,album,78,"['Sam Barber', 'Avery Anna']",184,1,286634,False,1KZG1H1OCugGqIRmk1wF9m,False,True,Indigo (feat. Avery Anna),82,18,track,2024-11-01,['country']
Medusa,single,67,['Cameron Whitcomb'],184,1,157200,False,1B7xiLBhKRBpD5KlnEWtrR,False,True,Medusa,77,1,track,2024-11-08,[]
"Sialnya, Hidup Harus Tetap Berjalan",album,75,['Bernadya'],183,1,184670,False,0pmyq5KBXP3agRdxl1SZXx,False,True,Lama-Lama,73,3,track,2024-06-23,"['indonesian indie', 'indonesian pop']"
Waves On A Sunset,album,72,['Tucker Wetmore'],183,1,166666,True,3EO58D1YpHnTvBy68gK8HE,False,True,Wind Up Missin’ You,78,4,track,2024-10-04,['country']
かわいいだけじゃだめですか？,single,59,['CUTIE STREET'],185,1,251173,False,3KtwMkj9gml6BDeYlyS8nG,False,True,かわいいだけじゃだめですか？,69,1,track,2024-09-09,['j-pop']
情歌手,album,54,['邱軍'],185,1,208274,False,30slz6D2PtbwDimGJaEVsH,False,True,運轉人生 - 影集《華麗計程車行》插曲,60,4,track,2024-02-23,"['taiwanese pop', 'mandopop']"
NADIE,single,76,['Tito Double P'],185,1,197031,True,7sd6zMrgGpEa7NkQm9TRrg,False,True,NADIE,87,1,track,2024-11-21,"['electro corridos', 'corridos tumbados', 'corrido', 'música mexicana', 'corridos bélicos']"
Wunder,single,56,"['AYLIVA', 'Apache 207']",184,1,176492,True,16f4ZN6XOfrIO8fJkm28HM,False,True,Wunder,66,1,track,2024-04-26,"['german pop', 'german hip hop']"
Dear,single,58,['Mrs. GREEN APPLE'],183,1,311215,False,33qTER0xTXBQPDMSYR1hGX,False,True,Dear,69,1,track,2024-05-19,"['j-pop', 'anime', 'j-rock']"
DEGENERE 👑 (feat. benny blanco),single,65,"['Myke Towers', 'benny blanco']",184,1,130880,True,4xISUrw0t2elabEhKrtAJ0,False,True,DEGENERE 👑 (feat. benny blanco),75,1,track,2024-10-16,"['urbano latino', 'reggaeton', 'trap latino']"
Follow You,single,65,['Noizy'],183,1,164546,False,7cMhicmOIwfJlWURl90AOc,False,True,Follow You,75,1,track,2024-11-08,[]
+57,single,72,"['KAROL G', 'Feid', 'DFZM', 'Ovy On The Drums', 'J Balvin', 'Maluma', 'Ryan Castro', 'Blessd']",183,1,298130,True,3mg9jYNC1NihbthlglzrWP,False,True,+57,82,1,track,2024-11-08,"['latin', 'reggaeton', 'urbano latino']"
Oh Garota Eu Quero Você Só Pra Mim,single,73,"['Oruam', 'Zé Felipe', 'MC Tuto', 'Dj Lc da Roça', 'MC K9', 'Mc Rodrigo do CN', 'mc pl alves']",185,1,166861,True,0BUkQGUXgcvf3gdCWYbtnJ,False,True,Oh Garota Eu Quero Você Só Pra Mim,83,1,track,2024-12-17,"['sertanejo', 'arrocha', 'brazilian funk', 'funk consciente', 'piseiro', 'trap', 'agronejo', 'sertanejo universitário', 'funk carioca', 'forró', 'funk', 'brazilian trap', 'trap funk', 'funk de bh']"
Anti ∞ Hero,single,58,['Mighfar Suganda'],185,1,210634,False,2GO1pRF96wqjB5TKXLQ0vY,False,True,Anti ∞ Hero,68,1,track,2024-10-24,['indonesian indie']
APOCALYPSE,album,71,['Gazo'],185,1,217693,True,0qlYaRFGvgR6afy1f4BBwD,False,True,NANANI NANANA,77,5,track,2024-11-29,"['pop urbaine', 'drill']"
LE NORD SE SOUVIENT,album,69,['GIMS'],185,1,165978,False,0yyFAbTlOk7DFhh6RSug9S,False,True,SOIS PAS TIMIDE,73,3,track,2024-09-13,"['french pop', 'pop urbaine']"
Sadrah,single,59,['For Revenge'],185,1,247007,False,33UIshRVxXEBzITjCzo6al,False,True,Sadrah,69,1,track,2024-03-18,"['indorock', 'indonesian indie', 'indonesian pop', 'pop punk']"
LE NORD SE SOUVIENT,album,69,"['GIMS', 'DYSTINCT']",185,1,188818,False,5NWpquAje6NyvxD57oXNu6,False,True,SPIDER,72,2,track,2024-09-13,"['raï', 'french pop', 'pop urbaine']"
Penyangkalan,single,62,['For Revenge'],185,1,240607,False,3GdN5n6p34yFMd12WKq8jL,False,True,Penyangkalan,72,1,track,2024-07-16,"['indorock', 'indonesian indie', 'indonesian pop', 'pop punk']"
Santa,single,67,"['Rvssian', 'Rauw Alejandro', 'Ayra Starr']",185,1,193038,False,6a9Z1jUms915w4O7N1PxjY,False,True,Santa,77,1,track,2024-04-03,"['afro soul', 'afropop', 'afrobeats', 'reggaeton', 'trap latino', 'afrobeat', 'latin', 'urbano latino']"
MARKERS AND SUCH PENS FLASHDISKS,album,68,['Sal Priadi'],185,1,209693,False,5eBk8ZXcd0pb0AO4a5PpOg,False,True,Gala bunga matahari,72,14,track,2024-04-30,"['indonesian indie', 'indonesian pop']"
MTG NA IMAGINAÇÃO (TOPO SESSIONS VOL. 1),single,68,"['DJ TOPO', 'Mc Livinho']",185,1,144923,False,4jUZymsR3lkia9wkP0o9cX,False,True,MTG NA IMAGINAÇÃO - TOPO SESSIONS VOL. 1,78,1,track,2024-09-13,"['brazilian funk', 'funk carioca', 'funk']"
Mi Refe,single,75,"['Beéle', 'Ovy On The Drums']",185,1,159404,False,7ricDBUakN3N0YkkKE8Obu,False,True,Mi Refe,85,1,track,2024-12-05,['reggaeton']
ナハトムジーク,single,56,['Mrs. GREEN APPLE'],183,1,262984,False,7sditHCsoFw3nHnjFv1BHV,False,True,ナハトムジーク,66,1,track,2024-01-16,"['j-pop', 'anime', 'j-rock']"
Soltera,single,71,['Shakira'],185,1,214642,False,3OJDtCdYs8QJnui708tEU3,False,True,Soltera,81,1,track,2024-09-25,"['latin', 'latin pop']"
Lies Lies Lies,single,68,['Morgan Wallen'],183,1,198068,False,7Fzl7QaTu47WyP9R5S5mh5,False,True,Lies Lies Lies,78,1,track,2024-07-05,['country']
Kisah Tanpa Dirimu,single,57,['Anggis Devaki'],185,1,257531,False,3ptRODxVj328j6TnW33Zj3,False,True,Kisah Tanpa Dirimu,67,1,track,2024-02-29,['indonesian pop']
Born To Love Ya,single,60,"['Gabry Ponte', 'Sean Paul', 'NATTI NATASHA']",182,1,155076,False,5Nwh8kghoqebxmco5ZWbDt,False,True,Born To Love Ya,70,1,track,2024-10-04,"['italo dance', 'slap house', 'dancehall', 'reggaeton', 'latin', 'urbano latino']"
Mencintaimu (From: 2nd Miracle in Cell No.7),single,59,['Mahalini'],185,1,294000,False,2gsRMFzelZuRQo8r11RsLr,False,True,Mencintaimu - (From: 2nd Miracle in Cell No.7),69,1,track,2024-12-23,"['malay', 'indonesian pop']"
Lungu Boy,album,69,"['Asake', 'Travis Scott']",185,1,172597,True,1qxKva4IzWde7m2jLpZvDU,False,True,Active,63,6,track,2024-08-08,"['afroswing', 'amapiano', 'afro adura', 'rap', 'afropop', 'afrobeats', 'afrobeat']"
Semenjak Ada Dirimu,single,59,"['Yovie Widianto', 'Hivi!']",183,1,226956,False,5H4MSA6eIr6x1iBTn1vpMG,False,True,Semenjak Ada Dirimu,69,1,track,2024-08-22,"['indonesian indie', 'indonesian pop']"
Terlalu Cinta,single,61,"['Yovie Widianto', 'Lyodra']",183,1,259040,False,3zmN19fLAcKeDaajrIdWLB,False,True,Terlalu Cinta,71,1,track,2024-07-25,"['malay', 'batak', 'indonesian pop']"
Palagi (TJxKZ Version),single,65,"['TJ Monterde', 'KZ Tandingan']",185,1,241000,False,4WgViu9gw3qYOr3iF9OuLG,False,True,Palagi - TJxKZ Version,75,1,track,2024-08-28,"['opm', 'pinoy r&b', 'p-pop', 'bisrock', 'harana', 'kundiman']"
Sampai Menutup Mata,single,60,['Mahalini'],185,1,248666,False,5bY4g7cLyasuuhthJ7Mdlh,False,True,Sampai Menutup Mata,71,1,track,2024-09-06,"['malay', 'indonesian pop']"
Moon Music (Full Moon Edition),album,67,"['Coldplay', 'Little Simz', 'Burna Boy', 'Elyanna', 'TINI']",184,1,233406,False,6xX6zmaXeKzB4u9TiM1XgU,False,True,WE PRAY,68,3,track,2024-10-03,"['afroswing', 'latin pop', 'dancehall', 'afropop', 'afrobeats', 'afrobeat']"
Butcher,single,60,"['Sosa La M', 'Luciano']",185,1,167842,True,0uSHA5dbsCRMmzbidwhKwl,False,True,Butcher,70,1,track,2024-12-06,['german hip hop']
Nightcall,single,59,"['Kavinsky', 'Angèle', 'Phoenix']",183,1,179306,False,2KejCKgm7l3uefW9cFt8cH,False,True,Nightcall,69,1,track,2024-09-20,"['chanson', 'synthwave', 'french house', 'indie', 'variété française', 'french pop']"
No.O -ring-,album,61,['Number_i'],185,1,203029,False,3FzRKDirkUsApk11WEz1wz,False,True,BON,66,1,track,2024-05-27,['j-pop']
miau,single,67,['Young Cister'],185,1,185972,False,5osSgKDiyrzhLjsEABO6c9,False,True,miau,77,1,track,2024-06-14,"['mambo', 'neoperreo', 'reggaeton chileno', 'chilean mambo', 'chilean trap']"
Hanya Figuran,album,64,['Meiska'],185,1,296800,False,5l3jhWIfRg1FeKgw7R1jWb,False,True,Keras Kepala,72,5,track,2024-07-12,['indonesian pop']
Termômetro,album,67,['Israel & Rodolffo'],183,1,175078,False,6ukVCqH77f6cwRHyJBhGgy,False,True,Arruma Um Bão,77,1,track,2024-10-03,"['sertanejo', 'arrocha', 'piseiro', 'agronejo', 'sertanejo universitário']"
Melangkah,album,65,['Lyodra'],183,1,179841,False,66L6oBm77vpXuLCRX31iNX,False,True,Tak Dianggap,69,2,track,2024-10-10,"['malay', 'batak', 'indonesian pop']"
Wait For You,single,61,['Myles Smith'],185,1,201533,False,0JjecOzaIzBTfIY35QGmgw,False,True,Wait For You,71,1,track,2024-08-23,[]
Peça Íntima,single,67,"['Murilo Huff', 'Ana Castela']",185,1,169634,False,5rHhO6SBSzo3E9m3KHyCtt,False,True,Peça Íntima,77,1,track,2024-10-10,"['sertanejo', 'arrocha', 'piseiro', 'agronejo', 'sertanejo universitário']"
Born in the Wild,album,69,['Tems'],185,1,178041,False,1eDI5oU04SLsXl0TfxfwYf,False,True,Love Me JeJe,69,5,track,2024-06-06,"['afropop', 'afrobeats', 'alté', 'afrobeat']"
Born in the Wild,album,69,['Tems'],185,1,192751,False,31kxPC3ZB9AYwCLyHaqEVX,False,True,Me & U,67,15,track,2024-06-06,"['afropop', 'afrobeats', 'alté', 'afrobeat']"
"Sialnya, Hidup Harus Tetap Berjalan",album,75,['Bernadya'],183,1,284136,False,0UFYW8XaNvO6K8yZLMHPkB,False,True,Kini Mereka Tahu,70,7,track,2024-06-23,"['indonesian indie', 'indonesian pop']"
Kupu - Kupu,single,58,['Tiara Andini'],183,1,242090,False,1PuhA9UXgH4wRnXzYk5S2Z,False,True,Kupu - Kupu,68,1,track,2024-04-18,"['malay', 'indonesian pop']"
World Gone Wild (feat. Sam Martin),single,61,"['Robin Schulz', 'CYRIL', 'Sam Martin']",184,1,146523,False,4arNFfHtD5FPYcpUUiUOM1,False,True,World Gone Wild (feat. Sam Martin),71,1,track,2024-10-11,['tropical house']
DEVIL YOU KNOW,single,67,['Tyler Braden'],184,1,192693,False,6tWGe6nvXFWT0KhGCXM89q,False,True,DEVIL YOU KNOW,77,1,track,2024-02-02,['country']
90s,single,46,['張哲瀚'],185,1,184320,False,4XGS8VdAeiwLuboRTK9ywC,False,True,90s,56,1,track,2024-10-01,"['gufeng', 'c-pop', 'mandopop']"
Cold Beer & Country Music,album,76,['Zach Top'],185,1,224906,False,3t6gUcGYLrUuqwpXjOFWQc,False,True,I Never Lie,78,11,track,2024-04-05,['country']
慢走不送 Next,single,53,['張哲瀚'],185,1,185663,False,2rm2LPOeVIOKPXkflHfXxP,False,True,慢走不送 Next,63,1,track,2024-11-11,"['gufeng', 'c-pop', 'mandopop']"
Hoodie (feat. Alisson Shore),single,60,"['Dionela', 'Alisson Shore']",183,1,170895,False,617TML0prwU24bJPd7uESm,False,True,Hoodie (feat. Alisson Shore),70,1,track,2024-02-23,"['opm', 'pinoy r&b', 'p-pop', 'harana', 'pinoy hip hop']"
Do Job,single,69,"['MC Tuto', 'Grelo']",185,1,193432,False,3TnSAp3TfGMYptOqv234uK,False,True,Do Job,79,1,track,2024-11-11,"['sertanejo', 'arrocha', 'brega', 'seresta', 'funk consciente', 'piseiro', 'forró', 'funk', 'trap funk']"
SOIS PAS TIMIDE,single,61,['GIMS'],185,1,165978,False,37tGmKyKlr8vyt9BVdoWQo,False,True,SOIS PAS TIMIDE,71,1,track,2024-07-19,"['french pop', 'pop urbaine']"
