album,album_type,album_popularity,artists,available_markets,disc_number,duration_ms,explicit,id,is_local,is_playable,name,popularity,track_number,type,release_date,genres
Up 2 Më,album,69,['Yeat'],185,1,138814,True,1zX4htZC4Xj60xoCM9RlX0,False,True,Ya Ya,54,10,track,2021-09-10,['rage rap']
Dangerous: The Double Album,album,80,['Morgan Wallen'],184,1,161773,False,42lqBjPYlmL1EXpMDXvhSN,False,True,Somebody’s Problem,69,3,track,2021-01-08,['country']
記憶棉,single,44,['MC 張天賦'],185,1,273390,False,1ZrnCyms7CBYsCvkkVIkt8,False,True,記憶棉,54,1,track,2021-10-22,"['cantopop', 'c-pop']"
Janice,single,56,['Dilaw'],184,1,235161,False,0BewsYUbEIKdJmdap9oI7V,False,True,Janice,66,1,track,2021-07-01,"['p-pop', 'pinoy indie', 'opm', 'harana', 'kundiman']"
Human The Double Album,album,64,['Cody Johnson'],185,1,224213,False,4k3lPl8YTKuY8c1HelVnm3,False,True,'Til You Can't,69,4,track,2021-10-08,"['red dirt', 'country', 'texas country']"
Dangerous: The Double Album,album,80,['Morgan Wallen'],184,1,293706,False,0mKnuxVkPi5h0kuvZl44VM,False,True,Cover Me Up,71,13,track,2021-01-08,['country']
Dangerous: The Double Album,album,80,['Morgan Wallen'],184,1,202133,False,0uRrG2jRR5tuifsYIJHEao,False,True,Sand In My Boots,71,1,track,2021-01-08,['country']
ไร้รัก,single,49,['Highhot'],185,1,217600,False,2l8WRaQeDx9aYdgGe4c3PE,False,True,ไร้รัก,59,1,track,2021-03-01,"['thai pop', 'thai hip hop', 'thai trap']"
Widodari,single,51,"['Denny Caknan', 'Guyon Waton']",185,1,296100,False,6NboFmEGgwlzpVG7dFfJUV,False,True,Widodari,61,1,track,2021-07-10,"['lagu jawa', 'dangdut', 'funkot']"
KG0516,album,74,['KAROL G'],184,1,203506,False,0MT6qJd7wKlWjH7tP7oWHi,False,True,EL BARCO,72,6,track,2021-03-26,"['urbano latino', 'latin', 'reggaeton']"
Believe For It,album,57,['CeCe Winans'],182,1,329440,False,5mkn0uyPYSIftszMBExMM4,False,True,Worthy Of It All - Live,57,5,track,2021-03-12,"['gospel', 'christian', 'worship']"
зеркало,album,42,['тима ищет свет'],185,1,190832,False,74UTzZAyhs0ZJhB2BRKOKZ,False,True,волна,51,10,track,2021-04-09,[]
El Madrileño,album,69,"['C. Tangana', 'Niño de Elche', 'La Húngara']",185,1,198493,False,5ddFjrPG8NgQQ6xlOQIVd2,False,True,Tú Me Dejaste De Querer,67,2,track,2021-02-26,"['flamenco pop', 'flamenco urbano', 'flamenco']"
Beautifully,single,46,['FAVE'],185,1,169844,False,7mFrwc86C3vZKobwpK0jdH,False,True,Beautifully,56,1,track,2021-05-12,"['afrobeats', 'afrobeat', 'alté', 'afro soul', 'afropop']"
Sebuah Cerita,album,61,['Mahen'],185,1,216448,False,0X4Gu4i1wgf6UBaZW4SU9t,False,True,Seamin Tak Seiman,61,8,track,2021-05-28,['indonesian pop']
Temps d'aime,album,49,['Moji x Sboy'],185,1,215901,True,3wgh0Pnf9nI0WY0ayMhEdJ,False,True,Ma go,56,7,track,2021-06-11,[]
Melancholy,single,51,['Kaleb J'],185,1,280230,False,5IpsVW4bsFjOTX1I96KiIJ,False,True,Kebutuhan Hati,60,4,track,2021-12-31,['indonesian pop']
ขอให้โลกนี้ใจดีกับเธอ,single,46,['Anatomy Rabbit'],176,1,276802,False,1rJZTErhdRMtm2uhfFrCSS,False,True,ขอให้โลกนี้ใจดีกับเธอ,56,1,track,2021-06-29,"['thai indie pop', 'thai pop', 't-pop']"
Barnabas,album,56,['Kizz Daniel'],185,1,156600,False,03DxO8kGNrEGr1VjPSdQs2,False,True,Lie,60,6,track,2021-11-18,"['afrobeats', 'hiplife', 'azonto', 'afrobeat', 'afropop']"
Sinergi,album,54,['Jaz'],185,1,207009,False,6zf7JLkN833dKAfw7Lth9e,False,True,Teman Bahagia,59,3,track,2021-06-18,"['indonesian pop', 'malay']"
我好斯文,album,49,['冰球樂團'],185,1,239575,False,0OXINTkSPTozv82CWvDbTa,False,True,醉後喜歡我,49,5,track,2021-12-17,"['taiwanese indie', 'chinese r&b', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese indie']"
Sugal,single,52,['Dionela'],184,1,259031,False,2NKBumrcw2HCB9eAtUBpQA,False,True,Sugal,62,1,track,2021-10-29,"['p-pop', 'harana', 'opm', 'pinoy hip hop', 'pinoy r&b']"
Pelikula,single,53,"['Janine', 'Arthur Nery']",185,1,204693,False,663vZfMh88Uo2bfTx6wiE4,False,True,Pelikula,64,1,track,2021-07-02,"['p-pop', 'pinoy indie', 'opm', 'pinoy r&b', 'harana', 'kundiman']"
我好斯文,album,49,"['冰球樂團', 'Limi']",185,1,218801,False,1b61qgCAPGB8P718XtW5VE,False,True,搖啊搖,47,8,track,2021-12-17,"['taiwanese indie', 'chinese r&b', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese indie']"
Neo Resonansi (Remastered 2021),album,50,['Element'],185,1,217843,True,6MYOhVJOLDtwXTEziq1KaR,False,True,Cinta Tak Bersyarat - Remastered 2021,60,10,track,2021-02-01,['indonesian pop']
Soñar,single,56,['Morad'],185,1,255118,False,3lI1sZnyM1Ju3ApgNo0ITT,False,True,Soñar,66,1,track,2021-09-11,['drill']
The End,album,42,['Lusia Chebotina'],185,1,160000,False,01D9gZCXYrAKVIYSgzOGrs,False,True,СОЛНЦЕ МОНАКО,51,1,track,2021-10-29,[]
Pelele,single,57,['Morad'],185,1,216827,False,5h5TUj8pU2WhdSeJx9BnX2,False,True,Pelele,67,1,track,2021-12-24,['drill']
Птичка,single,43,['HammAli & Navai'],185,1,190588,False,6Abmb1Nh7Bc5U6o4iEgSDH,False,True,Птичка,53,1,track,2021-05-17,[]
VICE VERSA,album,78,['Rauw Alejandro'],185,1,164705,True,1FlL8ycld6uVDDyhV7P5FA,False,True,Cúrame,71,7,track,2021-12-10,"['urbano latino', 'latin', 'reggaeton', 'trap latino']"
Mis Manos,album,69,['Camilo'],185,1,184721,False,4nTduFjaTmGysc9WKNuCcs,False,True,Vida de Rico,67,9,track,2021-03-04,['colombian pop']
BANDANA I,album,56,"['Big Baby Tape', 'kizaru']",185,1,151456,True,7giM1afPSppWJMFLtXriGC,False,True,Bandana,51,10,track,2021-10-22,[]
Album,album,51,['Bedroom Audio'],185,1,238325,False,6KRj0vz2JEk8Ykt1Q0KKZX,False,True,เพลงที่เธอไม่ฟัง,57,9,track,2021-09-10,"['thai pop', 'thai rock', 't-pop']"
Замигает свет,single,44,['KENTUKKI'],185,1,233816,True,3I9YWeC9pFZDI2wsvkXfor,False,True,Замигает свет,54,1,track,2021-09-24,[]
The Voice of the Heroes,album,64,"['Lil Baby', 'Lil Durk', 'Rod Wave']",184,1,235014,True,6MSyik7EzWsHQjTOPLFBrr,False,True,Rich Off Pain (feat. Rod Wave),61,16,track,2021-06-04,['drill']
PANDEMIC,single,51,['Ruger'],185,1,184686,False,1JY0oHjgGulg9YULxx8KW7,False,True,Bounce,60,5,track,2021-03-12,"['afrobeats', 'afroswing', 'afrobeat', 'afro soul', 'afropop']"
Не Бруклин,single,41,"['МОТ', 'LYRIQ']",184,1,185000,False,0UNq8Fqmv81cnbq0OqPPVV,False,True,Не Бруклин,51,1,track,2021-05-27,[]
Enna Boost,album,57,"['PLK', 'OBOY']",185,1,194266,True,5ioieZofgvXQK70RFhVohl,False,True,Attentat,61,5,track,2021-11-12,['pop urbaine']
19 & Dangerous,album,51,['Ayra Starr'],185,1,187000,True,1OoPhcM78evXIxjmSzCnmf,False,True,Bloody Samaritan,56,9,track,2021-08-06,"['afrobeats', 'afrobeat', 'afropop', 'afro soul']"
怪盗,single,45,['back number'],184,1,196226,False,10Eyo4juZQFthKqlJgGMdp,False,True,怪盗,55,1,track,2021-05-24,"['j-pop', 'j-rock']"
"там, где хорошо",single,36,['ANIKV'],185,1,215172,False,2eec9gkxUtVc0rlV5mOpQC,False,True,"там, где хорошо",46,1,track,2021-07-08,[]
BANDANA I,album,56,"['Big Baby Tape', 'kizaru']",185,1,191288,True,2HFcWS79lLyoeg4l69P4w7,False,True,Big Tymers,52,3,track,2021-10-22,[]
KG0516,album,74,"['KAROL G', 'Camilo']",184,1,219960,False,615XWyY2RPfk3iuYcU6qvi,False,True,CONTIGO VOY A MUERTE,71,4,track,2021-03-26,"['urbano latino', 'latin', 'reggaeton', 'colombian pop']"
Sewates Konco,single,51,"['Lavora', 'Destya Eka']",185,1,303957,False,3ZsxUx6uEUq2JaaJZHpY8J,False,True,Sewates Konco,61,1,track,2021-08-28,"['lagu jawa', 'dangdut', 'funkot']"
ワンス・アポン・ア・リバイバル,album,51,['WurtS'],185,1,208937,False,6MrJYU78mz1Vth83LDFRlG,False,True,分かってないよ,55,1,track,2021-12-01,['j-pop']
M4,single,55,"['Teto', 'Matuê']",185,1,170000,True,07AQkmp456NpEnT8HR7WLy,False,True,M4,66,1,track,2021-01-20,"['trap', 'trap funk', 'brazilian hip hop', 'brazilian trap']"
Sommergewitter,single,55,['Pashanim'],184,1,138533,False,2H7jZg2HliuQhZjfBblLrZ,False,True,Sommergewitter,65,1,track,2021-06-24,['german hip hop']
Под Звездопадом,single,41,['Tima Belorusskih'],185,1,216730,False,4XNPw2OPBGxIIhNLnNbZIi,False,True,Под Звездопадом,51,1,track,2021-06-18,[]
Primer Dia de Clases,album,71,['Mora'],185,1,269714,True,4tQofG51E0juZBBVr6pral,False,True,Tuyo,74,3,track,2021-02-05,"['urbano latino', 'reggaeton', 'trap latino']"
Тает Ещё,single,40,['Tima Belorusskih'],185,1,147121,False,72zMiRlmrOveF6myrNczTW,False,True,Тает Ещё,50,1,track,2021-02-25,[]
VICE VERSA,album,78,['Rauw Alejandro'],185,1,214857,True,4Z8HZSApeddaRM2ovivUj4,False,True,La Old Skul,76,11,track,2021-12-10,"['urbano latino', 'latin', 'reggaeton', 'trap latino']"
Ловец Слов,album,43,['Chernoburkv'],185,1,138984,False,0804TKuFIEjRKIn05DmH2J,False,True,Дело в том что,50,1,track,2021-05-26,['witch house']
เติบโต (โดยไม่มีเธอ),single,47,"['Saran', 'BlackHeart', 'DAVIDBOIE']",185,1,254117,False,45FSW9JohxF1SMTGWLw8Ue,False,True,เติบโต (โดยไม่มีเธอ),58,1,track,2021-08-10,"['thai hip hop', 'thai trap', 'thai pop', 't-pop', 'southern thai music']"
DreamKeeperc,single,46,['FRIENDLY THUG 52 NGG'],185,1,132727,False,2hZcfgWVxNZ7Q8xVn6xo70,False,True,DreamKeeperc,56,1,track,2021-11-26,[]
Тебе лучше не знать,single,38,['Tima Belorusskih'],185,1,184615,False,0rJ0G0gJomdi076uYy4c6A,False,True,Тебе лучше не знать,48,1,track,2021-04-23,[]
Life Goes On,album,56,['HIRAIDAI'],185,2,193709,False,6skNbV22epX2yHu4O2hYSx,False,True,題名のない今日,57,6,track,2021-02-10,['j-pop']
Заманчивая,single,42,['MATRANG'],185,1,215768,False,5kbOFqQ15vDh2FODZ3l1IF,False,True,Заманчивая,53,1,track,2021-08-13,[]
Ballads of the Broken,album,61,['Jelly Roll'],185,1,232093,False,6ngGiVX91DRmGDH4G5EgeO,False,True,Son Of A Sinner,69,3,track,2021-09-17,"['country hip hop', 'country']"
Nonante-Cinq,album,54,"['Angèle', 'Damso']",184,1,251670,False,3gAEAmxdP1GIjgQ3Zud2mE,False,True,Démons,56,7,track,2021-12-02,"['chanson', 'pop urbaine', 'french pop', 'variété française']"
Holy Trip!,album,45,['TRASH'],185,1,285222,False,53yiHIP3ptxWtT4ambRcgb,False,True,終究還是因為愛,53,4,track,2021-09-24,"['taiwanese indie', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese indie', 'chinese rock']"
Julieta,single,59,['LATIN MAFIA'],185,1,210413,False,4emEXP671dnpn1thHrogSe,False,True,Julieta,69,1,track,2021-12-24,['latin r&b']
Manila,single,47,"['Ray Dalton', 'Alvaro Soler']",185,1,144621,False,2hBkoDhuGk2AtSCprEFDFP,False,True,Manila,57,1,track,2021-10-15,[]
We're All Alone In This Together,album,66,"['Dave', 'Boj']",184,1,204373,True,4wvnXoQqjIOoEis5eyTbCl,False,True,Lazarus (feat. Boj),57,7,track,2021-07-22,"['afrobeats', 'grime', 'afroswing', 'afrobeat', 'alté', 'afropop', 'afro soul', 'uk drill', 'drill']"
Сборник хуйни и картинки,album,53,['Кишлак'],185,1,126000,True,0Jsz1tS7kTAYJITQcgnCPA,False,True,Я диско шар,49,6,track,2021-06-17,[]
Нету интереса,single,41,['10AGE'],185,1,184794,True,2gBpbE0zFIR4Rj84hGkVJU,False,True,Нету интереса,51,1,track,2021-03-05,[]
MESDAMES deluxe,album,56,"['Grand Corps Malade', 'Camille Lellouche']",184,2,270000,False,17NQyo1HsqDX7mbzsTWMuX,False,True,Mais je t'aime,56,6,track,2021-09-10,"['chanson', 'french house', 'french pop', 'variété française']"
Angin Dalu,single,50,['NDX A.K.A.'],183,1,266000,False,4FcKURaYt2r5BuVkU3Atgb,False,True,Angin Dalu,60,1,track,2021-01-25,"['lagu jawa', 'dangdut', 'funkot']"
舞台,album,38,"['Ricky Hsiao', 'EggPlantEgg']",184,1,291893,False,3EohByRFmkLh1Upve1UpSC,False,True,寫一條歌，寫你我爾爾,47,5,track,2021-04-02,"['taiwanese indie', 'c-pop', 'taiwanese pop', 'mandopop', 'chinese indie', 'chinese rock']"
Unang Sayaw,single,52,['NOBITA'],185,1,278008,False,4iRRAvxPPWXQp3mV1rAbPF,False,True,Unang Sayaw,62,1,track,2021-08-18,"['p-pop', 'pinoy indie', 'opm', 'harana', 'kundiman']"
Eterno,album,61,['Manuel Medrano'],185,1,197186,False,0LpEr3qpmDQ1gEabnsQlGC,False,True,La Distancia,69,11,track,2021-10-01,['colombian pop']
wild jungle,album,62,['blondette'],185,1,116000,False,4UK1QngWIo1Y4HBjkHDVEd,False,True,wild jungle,58,1,track,2021-09-17,['lullaby']
อยากให้เธออยู่ตรงนี้,single,45,"['The BESTS', 'Saran', 'BlackHeart', 'SLOWVXNZ', '-']",185,1,244330,False,25a2Lu7yr7UiZjGhCsZBE0,False,True,อยากให้เธออยู่ตรงนี้,55,1,track,2021-03-10,"['thai hip hop', 'thai trap', 'thai pop', 't-pop', 'southern thai music']"
Ikaw Pa Rin Ang Pipiliin Ko,single,56,['Cup of Joe'],185,1,262068,False,3LvrJEPQ61Vvj1t3Edg20X,False,True,Ikaw Pa Rin Ang Pipiliin Ko,67,1,track,2021-07-02,"['p-pop', 'pinoy indie', 'opm', 'harana', 'kundiman']"
6AM,single,42,"['Luude', 'Dear Sunday']",178,1,146084,False,0fxPhCN2eRixZxxgzZzwiY,False,True,Wanna Stay (feat. Dear Sunday),51,1,track,2021-09-03,"['surf rock', 'drum and bass']"
Meilleure vie,album,50,['Jérémy Frerot'],185,1,157573,False,7fu7J4k1mdnmpfVXFuEShk,False,True,Un homme,57,2,track,2021-02-19,"['chanson', 'french house', 'french pop', 'variété française']"
Братик,single,41,['Bittuev'],185,1,113000,False,1qMLUAqdNWffblAINXGH1O,False,True,Братик,51,1,track,2021-07-13,[]
Locura y Maldad,single,57,['Cris Mj'],185,1,200000,True,345pDhxKVhsOcs9VEnBkLa,False,True,Locura y Maldad,67,1,track,2021-10-15,"['reggaeton chileno', 'reggaeton', 'chilean mambo', 'chilean trap']"
Volando (Remix),single,62,"['Mora', 'Bad Bunny', 'Sech']",185,1,273474,True,0G2zPzWqVjR68iNPmx2TBe,False,True,Volando - Remix,72,1,track,2021-07-08,"['urbano latino', 'latin', 'reggaeton', 'trap latino']"
DELINQUENTE,album,60,"['Baby Gang', 'Bobo', 'Morad']",185,1,274250,True,3n348I4uE5GZ3tprVdqzPO,False,True,Casablanca (feat. Morad),67,2,track,2021-08-27,"['drill', 'italian trap']"
На часах ноль-ноль,single,39,['Dabro'],185,1,206386,False,03ZfZqyXvICBNpaEw9L0Wj,False,True,На часах ноль-ноль,49,1,track,2021-05-14,[]
กอดกัน,single,47,"['K6Y', 'Lazyloxy', 'Jayrun']",185,1,300714,False,1X3VD4oXVFe314hJ9AcvVy,False,True,กอดกัน,57,1,track,2021-07-01,"['thai hip hop', 'thai trap']"
Лёд,single,38,"['WENARO', 'LXNER']",185,1,152745,False,7D8k995g6jdie4NF1E7Tpu,False,True,Лёд,48,1,track,2021-07-12,['hyperpop']
Сан Ларан,single,37,"['Платина', 'Дора']",185,1,205293,True,07OqyOeHz7LOGVuXUx4pr3,False,True,Сан Ларан,47,1,track,2021-10-29,[]
VICE VERSA,album,78,['Rauw Alejandro'],185,1,170535,False,2CEf2gU5ZJamLXa3NrgAvA,False,True,Desenfocao',73,9,track,2021-12-10,"['urbano latino', 'latin', 'reggaeton', 'trap latino']"
Fleur froide - Second état : la cristallisation,album,61,"['Tayc', 'Tiakola']",185,1,178226,True,1ZrkOlKJ9db1cHnL1xEyfd,False,True,P A S C O M M E Ç A,60,10,track,2021-11-19,"['afrobeats', 'afrobeat', 'pop urbaine', 'zouk']"
INTER SHIBUYA (FERXXO EDITION),album,66,"['Feid', 'KAROL G']",184,1,145120,False,2WrqTrNIHqfcMCgmEo0A7E,False,True,FRIKI,70,17,track,2021-12-17,"['urbano latino', 'latin', 'reggaeton']"
MILLION DOLLAR: BUSINESS,album,48,['MORGENSHTERN'],185,1,126352,True,0si4hbWQ2OwdxKLF6x5xEX,False,True,ARISTOCRAT,49,2,track,2021-05-27,[]
Пьяный поэт,album,40,"['КИССКОЛД', 'Dневник Dжессики']",185,1,176776,False,0mFPYrKpJbuRo0KOFrWVkT,False,True,Когда ты улыбаешься - Dневник Dжессики Remix,49,2,track,2021-02-05,[]
Vague à l'âme,album,52,['Hatik'],185,1,247986,False,108TCF0NVAH4MDYwub3pph,False,True,Éternel,57,20,track,2021-03-12,['pop urbaine']
Best Life,album,52,"['Naps', 'GIMS']",183,1,189400,True,46vfSYsDJZaNQcD4YvT8GD,False,True,Best life,60,4,track,2021-10-08,"['pop urbaine', 'french pop', 'chicha']"
Where Are You,single,39,"['Ollane', 'Miyagi & Andy Panda']",185,1,241846,False,5DkZZnIip2biMlFXb8zgJy,False,True,Where Are You,49,1,track,2021-05-21,[]
G Wolf,single,51,['Flow G'],185,1,197328,False,6TKDFOO6Rv6VuB9PxcXQO3,False,True,G Wolf,61,1,track,2021-08-15,"['opm', 'p-pop', 'pinoy hip hop', 'pinoy r&b']"
Dimension (feat. Skepta & Rema),single,47,"['JAE5', 'Skepta', 'Rema']",185,1,234026,False,2Jy4EdqIZswDZvVDh5dx3A,False,True,Dimension (feat. Skepta & Rema),57,1,track,2021-03-18,"['afrobeats', 'grime', 'afroswing', 'afrobeat', 'afropop']"
Искренний,album,44,['FACE'],185,1,198014,False,6GyZQ9o0dBU9V0NIjGPz2r,False,True,Домино,49,3,track,2021-04-08,[]
L'Étrange Histoire de Mr.Anderson,album,58,['Laylow'],185,1,277506,True,1LqDW54jByEjfZJMadiLJU,False,True,UNE HISTOIRE ÉTRANGE,61,20,track,2021-07-16,[]
Fluss,album,51,['LEA'],185,1,182533,False,3rIl1xa1Bzsp5zMkd0CT2Z,False,True,Wenn Du mich lässt,54,8,track,2021-11-05,"['german pop', 'german hip hop']"
"Adiye (From ""Bachelor"")",single,55,"['Dhibu Ninan Thomas', 'Kapil Kapilan']",185,1,272000,False,2tMoOS9grHtn4upzb4LwMG,False,True,"Adiye - From ""Bachelor""",65,1,track,2021-09-30,"['telugu pop', 'kollywood', 'mollywood', 'tollywood', 'kannada pop', 'tamil pop', 'malayalam pop']"
astral step,single,39,['shadowraze'],185,1,121159,True,47iHvzU9Po0e6raFlgLBOF,False,True,astral step,49,1,track,2021-10-29,"['hyperpop', 'phonk']"
Cold Outside,single,45,"['Timaya', 'Bnxn']",185,1,181224,True,2jZ2MrAk8iNZk1dsI0Vr5z,False,True,Cold Outside,55,1,track,2021-10-14,"['afrobeats', 'soca', 'hiplife', 'afroswing', 'azonto', 'afrobeat', 'alté', 'afro soul', 'dancehall', 'afropop', 'afro adura']"
Old Church Basement,album,62,"['Elevation Worship', 'Maverick City Music', 'Joe L Barnes']",185,1,405513,False,2AX4m5yewzlDmzODLJ8Lcz,False,True,Million Little Miracles (feat. Joe L Barnes),59,6,track,2021-04-30,"['christian', 'gospel', 'christian pop', 'ccm', 'worship', 'pop worship']"
Trovando El Son,album,61,['Fresto Music'],185,1,300791,False,4dyzxv5SsdBtunuU3qj7Ti,False,True,Me Hace Daño Verte,71,8,track,2021-04-20,"['timba', 'salsa romantica', 'salsa', 'son cubano']"
DIGITAL FANTAZY,single,44,['GONE.Fludd'],185,1,116250,True,5SqWIPYUFoRyNqGdETmtJ7,False,True,TRAXXXMANIA,51,3,track,2021-10-08,[]
Yowes Modaro,single,50,['Aftershine'],185,1,292000,False,1SRkMfpmXlfl0p3KPHpB3B,False,True,Yowes Modaro,61,1,track,2021-04-27,"['lagu jawa', 'dangdut', 'funkot']"
Born To Win,album,58,['BINI'],185,1,251076,False,4aqkICleG6HLRc2ygpWqN1,False,True,Na Na Na,60,4,track,2021-10-14,"['p-pop', 'opm']"
夜にしがみついて、朝で溶かして,album,53,['Creep Hyp'],184,1,241213,False,2XvtKqNuL8vCkekyzmb8OJ,False,True,キケンナアソビ,56,12,track,2021-12-08,"['j-pop', 'j-rock']"
No crari,album,58,['OBOY'],185,1,154280,True,5YoDQgB4j7oBHWXH3DcwFD,False,True,TDB,61,7,track,2021-09-10,['pop urbaine']
Dopamina,album,63,['Manuel Turizo'],185,1,191945,False,1WH3iquIQXnSPwUzlROT8R,False,True,Quiéreme Mientras Se Pueda,71,11,track,2021-04-09,"['latin', 'reggaeton', 'colombian pop']"
Make Me Feel Good,single,47,"['Belters Only', 'Jazzy']",184,1,197472,False,4CUX44NA1CPEzd0ibMLQsL,False,True,Make Me Feel Good,58,1,track,2021-11-26,[]
MESDAMES deluxe,album,56,['Grand Corps Malade'],184,2,180000,False,53rHB42qfLOqmbbePg4aKx,False,True,Mesdames,55,1,track,2021-09-10,"['chanson', 'french house', 'french pop', 'variété française']"
MELANCHOLIA 999,album,49,['Green Montana'],184,1,131013,True,3v9eCrcYmTjYjy68TWHj5b,False,True,FUM22 NOCIVE,56,3,track,2021-06-10,[]
Clásicos,album,64,"['LAGOS', 'Danny Ocean']",185,1,192313,False,3HgvO4B5LLmdPOT2d8cSZd,False,True,Mónaco,73,4,track,2021-05-28,['reggaeton']
Kagome,single,53,['Lo ki'],185,1,238285,False,2BDrpeAnTxCurLt38yDSrE,False,True,Kagome,63,1,track,2021-11-05,"['opm', 'pinoy hip hop', 'pinoy r&b']"
OK,album,58,['Gazzelle'],185,1,185503,False,7nRFsITVaSHko2Fw2Gcy59,False,True,Destri,63,2,track,2021-02-12,['indie']
Moment,single,49,['Nicolas Binder'],185,1,204000,False,4rGKCr6pj3tKNWJvICbOaZ,False,True,Moment,59,1,track,2021-05-16,['techno']
Маша,single,43,['СЕРЕГА ПИРАТ'],185,1,150502,True,04c3lDFrcmBuZ3r8m1t3yA,False,True,Маша,53,1,track,2021-08-03,[]
Почему ты еще не фанат?,single,45,['СЕРЕГА ПИРАТ'],185,1,163711,True,51K6oQ8WNneTfUaaQnzQdq,False,True,Почему ты еще не фанат?,55,1,track,2021-04-09,[]
Streetside,single,49,"['Bru-C', 'Bou']",185,1,219428,False,48nIqwRQyLtqEcGzJWykLL,False,True,Streetside,59,1,track,2021-03-05,"['bassline', 'drum and bass', 'jungle']"
Wonder,single,60,['Megan Moroney'],185,1,222139,False,1z89jCXIK0JzyBtaa7Sn58,False,True,Wonder,70,1,track,2021-02-26,['country']
The Goat,single,47,['Monaky'],185,1,162096,True,4blQwVErtSbSC27wvSxsyx,False,True,The Goat,57,1,track,2021-03-05,"['afrobeats', 'afrobeat', 'alté', 'afro adura']"
The Suitor,single,47,['Monaky'],185,1,144575,False,4XeskUroaTIAkwJ9zR5mrt,False,True,The Suitor,57,1,track,2021-09-17,"['afrobeats', 'afrobeat', 'alté', 'afro adura']"
Guilty Conscience,single,48,['KNEECAP'],185,1,173793,True,559wXxr2rb04rn7t3M3HPx,False,True,Guilty Conscience,58,1,track,2021-10-14,[]
Timelezz,album,67,"['JHAYCO', 'Anuel AA']",184,1,263253,False,3JCaq3KDSROg3TXhdiDa9n,False,True,Ley Seca,69,4,track,2021-09-03,"['urbano latino', 'latin', 'reggaeton', 'trap latino']"
COSAS QUE NO TE DIJE,single,63,['SAIKO'],185,1,224725,False,5xSt1wxZobFcLzHrFakv6z,False,True,COSAS QUE NO TE DIJE,73,1,track,2021-09-17,[]
Ты была права,single,40,['Basta'],185,1,118356,False,5ISgcj2vuSrL3FjHHnDPZU,False,True,Ты была права,50,1,track,2021-06-07,[]
Cassette,album,54,['SadSvit'],185,1,150384,False,0wpkj8A7T1CjIul0XQtkqK,False,True,Молодість,56,3,track,2021-12-13,['post-punk']
